"Now accepting PayPal (150 X 40)","Bây giờ chấp nhận PayPal (150 X 40)"
"Now accepting PayPal (150 X 60)","Bây giờ chấp nhận PayPal (150 X 60)"
"Number of Child Authorizations","Number of Child Authorizations"
"Open Authorization","Open Authorization"
"Order","Order"
"Order ID","Order ID"
"Order Valid Period (days)","Thời gian hợp lệ để đặt hàng(ngày)"
"Ordered amount of %s.","Số lượng được đặt hàng của %s."
"Ordering amount of %s is pending approval on gateway.","Số lượng đặt hàng của %s đang chờ được phê duyệt trên gateway."
"Page Background Color","Màu nền trang"
"Page Style","Page Style"
"Part of the address information matched","Một phần của thông tin địa chỉ phù hợp"
"Partner","Partner"
"Pasarela integral","Pasarela integral"
"Password","Mật khẩu"
"PayPal All-in-One Payment Solutions&nbsp;&nbsp;<i>Accept and process credit cards and PayPal payments.</i>","PayPal All-in-One Payment Solutions&nbsp;&nbsp;<i>Accept and process credit cards and PayPal payments.</i>"
"PayPal Balance Manager function of PayPal account","PayPal Balance Manager function of PayPal account"
"PayPal Billing Agreement Settings","Thiết lập chấp nhận thanh tóan bằng PayPal"
"PayPal Buyer Warranty Bonus","PayPal Buyer Warranty Bonus"
"PayPal Debit Card Cash Advance","PayPal Debit Card Cash Advance"
"PayPal Debit Card Withdrawal from ATM","PayPal Debit Card Withdrawal from ATM"
"PayPal Express Checkout","PayPal Express Checkout"
"PayPal Express Checkout Shortcut Wrapper","PayPal Express Checkout Shortcut Wrapper"
"PayPal Express Checkout Token does not exist.","PayPal Express Checkout Token does not exist."
"PayPal Express Checkout is not enabled.","PayPal Express Checkout is not enabled."
"PayPal Express Order Review Form","PayPal Express Order Review Form"
"PayPal Fee Information","Thông tin phí PayPal"
"PayPal Merchant Pages Style","PayPal Merchant Pages Style"
"PayPal Payment Gateways","PayPal Payment Gateways"
"PayPal Payment Solutions","Giải pháp thanh tóan bằng PayPal"
"PayPal Pro","PayPal Pro"
"PayPal Product Logo","Logo sản phẩm PayPal"
"PayPal Protection Bonus","PayPal Protection Bonus"
"PayPal Reference ID","PayPal Reference ID"
"PayPal Reference ID Type","PayPal Reference ID Type"
"PayPal Settlement Reports","PayPal Settlement Reports"
"PayPal certificate does not exist.","PayPal certificate does not exist."
"PayPal certificate file is empty.","PayPal certificate file is empty."
"PayPal does not support processing orders with zero amount. To complete your purchase, proceed to the standard checkout process.","PayPal không hổ trợ xử lý đơn đặt hàng với số lượng bằng không. Để hòan thành việc mua hàng của bạn, Tiến hành qui trình thanh tóan chuẩn sau."
"PayPal gateway has rejected request. %s","PayPal gateway đã từ chối yêu cầu. %s"
"PayPal recommends that you set up an additional User on your account at manager.paypal.com","PayPal khuyên bạn nên thiết lập một tài khỏan bổ sung vào tài khỏan của bạn tại manager.paypal.com"
"PayPal recommends you set up an additional User on your account at manager.paypal.com, instead of entering your admin username and password here. This will enhance your security and prevent service interruptions if you later change your password. If you do not want to set up an additional User, you can re-enter your Merchant Login here.",""PayPal khuyên bạn nên thiết lập một tài khỏan bổ sung vào tài khỏan của bạn tại manager.paypal.com, thay vì nhập tài khỏan và mật khẩu admin ở đây. Điều này sẽ tăng cường an ninh của bạn và ngăn chặn gián đọan dịch vụ nếu sau đó bạn thay đổi mật khẩu. Bạn phải cài đặt thêm một người dùng, bạn có thể đăng nhập lại Merchant đăng nhập của bạn ở đây."
"PayPal response hasn't required fields.","PayPal response hasn't required fields."
"PayPal retains reports for 45 days.","PayPal vẫn giữ được báo cáo trong 45 ngày."
"PayPal/Centinel Electronic Commerce Indicator","PayPal/Centinel Electronic Commerce Indicator"
"PayPal/Centinel Visa Payer Authentication Service Result","PayPal/Centinel Visa Payer Authentication Service Result"
"Payer Address ID","Payer Address ID"
"Payer Address Status","Payer Address Status"
"Payer Email","Payer Email"
"Payer ID","Payer ID"
"Payer Status","Payer Status"
"Payer is not identified.","Payer is not identified."
"Payflow Link","Payflow Link"
"Payflow Link (Includes Express Checkout)","Payflow Link (Includes Express Checkout)"
"Payflow Pro","Payflow Pro"
"Payflow Pro (Includes Express Checkout)","Payflow Pro (Includes Express Checkout)"
"Payflow Pro and Express Checkout","Payflow Pro and Express Checkout"
"Payment Action","Payment Action"
"Payment Applicable From","Payment Applicable From"
"Payment Refund initiated by merchant","Payment Refund initiated by merchant"
"Payment has been declined. Please try again.","Thanh tóan đã bị từ chối. Xin vui lòng thử lại."
"Payment transactions disallow storing objects.","Giao dịch thanh tóan không cho chứa đối tượng."
"Payments Advanced","Payments Advanced"
"Payments Advanced (Includes Express Checkout)","Payments Advanced (Includes Express Checkout)"
"Payments Pro (Includes Express Checkout)","Payments Pro (Includes Express Checkout)"
"Payments Pro Hosted Solution","Payments Pro Hosted Solution"
"Payments Pro and Express Checkout","Payments Pro and Express Checkout"
"Payments Standard","Payments Standard"
"Payments by PayPal (150 X 40)","Payments by PayPal (150 X 40)"
"Payments by PayPal (150 X 60)","Payments by PayPal (150 X 60)"
"Pending PayPal","Pending PayPal"
"Place Order","Place Order"
"Please agree to all the terms and conditions before placing the order.","Hãy đồng ý với tất cả điều khỏan và điều kiện trước khi đặt hàng."
"Please do not refresh the page until you complete payment.","Xin vui lòng refresh lại trang cho tới khi hòan thành việc thanh tóan."
"Please re-enable the previously enabled payment solutions.","Please re-enable the previously enabled payment solutions."
"Please select a shipping method...","Xin vui lòng chọn một phương thức thanh tóan..."
"Please select region, state or province","Xin vui lòng chọn vùng, bang hoặc tỉnh"
"Please update order data to get shipping methods and rates","Xin vui lòng cập nhật dữ liệu để có được phương thức vận chuyển và giá"
"Points Incentive Redemption","Points Incentive Redemption"
"Postage Payment to either USPS or UPS","Postage Payment to either USPS or UPS"
"Preapproved Payment (BillUser API), either sent or received","Việc thanh tóan được chứng thực trước (BillUser API), hoặc gửi hoặc nhận"
"Preapproved Payment ID","Chứng thực lại ID thanh tóan"
"Price","Giá"
"Pro","Pro"
"Process payments using your own internet merchant account.","Process payments using your own internet merchant account."
"Product Name","Tên sản phẩm"
"Proxy Host","Proxy Host"
"Proxy Port","Proxy Port"
"Qty","Số lượng"
"Reauthorization","Reauthorization"
"Reference Information","Thông tin tham khảo"
"Refund issued by merchant.","Refund issued by merchant."
"Reimbursement for a chargeback.","Bồi hòan một khỏan chiết khấu."
"Reimbursement of Chargeback","Reimbursement of Chargeback"
"Report Date","Report Date"
"Reports","Reports"
"Require CVV Entry","Yêu cầu nhập CVV"
"Require Customer's Billing Address","Yêu cầu địa chỉ thanh tóan của khách hàng"
"Required PayPal Settings","Được yêu cầu cài đặt PayPal"
"Required Settings","Được yêu cầu cài đặt"
"Reversal","Reversal"
"Reversal of General Account Hold","Reversal of General Account Hold"
"Reversal of Points Usage","Reversal of Points Usage"
"Reversal of an adjustment.","Reversal of an adjustment."
"Reversal of hold for Dispute Investigation","Reversal of hold for Dispute Investigation"
"Review Order","Xem lại hóa đơn"
"Reward Voucher Redemption","Reward Voucher Redemption"
"SFTP Credentials","Xác nhận SFTP "
"Sale","Sale"
"Sales","Sales"
"Same as shipping","Same as shipping"
"Sandbox Credentials","Sandbox Credentials"
"Sandbox Mode","Chế độ Sandbox"
"Schedule","Lịch trình"
"Schedule description is too long.","Mô tả lịch trình quá dài."
"Scheduled Fetching","Lấy ra lịch trình"
"Select a Payment Solution","Chọn một giải pháp thanh tóan"
"Send Email Confirmation","Gởi xác nhận email"
"Server Error. Please try again.","Server bị lỗi. Xin vui lòng thử lại."
"Settlement Consolidation","Settlement Consolidation"
"Settlement Report Settings","Settlement Report Settings"
"Settlement of a chargeback.","Settlement of a chargeback."
"Severe 3D Secure Card Validation","Severe 3D Secure Card Validation"
"Severe Validation Removes Chargeback Liability on Merchant","Severe Validation Removes Chargeback Liability on Merchant"
"Severe validation removes chargeback liability on merchant.","Severe validation removes chargeback liability on merchant."
"Shipping","Vận chuyển"
"Shipping Address","Địa chỉ vận chuyển"
"Shipping Method","Phương thức vận chuyển"
"Shop now using (150 X 40)","Shop hiện đang sử dụng (150 X 40)"
"Shop now using (150 X 60)","Shop hiện đang sử dụng(150 X 60)"
"Shortcut","Shortcut"
"Shortcut Buttons Flavor","Shortcut Buttons Flavor"
"Shortcut on Product View","Shortcut on Product View"
"Shortcut on Shopping Cart","Shortcut on Shopping Cart"
"Sign a billing agreement to streamline further purchases with PayPal.","Ký một thỏa thuận thanh tóan để sắp xếp mua thêm với PayPal."
"Solo","Solo"
"Some PayPal solutions conflict.","Một vài PayPal giải quyết xung đột."
"Sorry, no quotes are available for this order at this time.","Sorry, no quotes are available for this order at this time."
"Sort Order","Xếp theo thứ tự"
"Specifies what the Authorization Honor Period is on the merchant’s PayPal account. It must mirror the setting in PayPal.","Specifies what the Authorization Honor Period is on the merchant’s PayPal account. It must mirror the setting in PayPal."
"Specifies what the Order Valid Period is on the merchant’s PayPal account. It must mirror the setting in PayPal.","Xác định thời điểm hợp lệ để đặt hàng trên tài khỏan merchat's PayPal. Nó phản ánh các thiết lập trong PayPal."
"State/Province","Bang/Tỉnh"
"Static","Static"
"Street Address","Địa chỉ đường"
"Street Address %s","Địa chỉ đường %s"
"Submitting order information...","Gởi thông tin đặt hàng..."
"Subscriber name is too long.","Subscriber name is too long."
"Subscription ID","Subscription ID"
"Subscription Payment, either payment sent or payment received","Subscription Payment, either payment sent or payment received"
"Subtotal","Subtotal"
"Summary Text for Aggregated Cart","Summary Text for Aggregated Cart"
"Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.","Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>."
"Switch/Maestro","Switch/Maestro"
"Telephone","Điện thọai"
"Test Mode","Chế độ test"
